"collectioncode"	"LocationCode"	"Date"	"timestart"	"timeend"	"Number.volunteers"	"total.minutes"	"effort"	"Temp"	"WindMaxmph"	"BumbleBeeIDer"	"EstCloudCover"	"Color..if.mark.recapture."	"SitePlantInfo"	"BumbleBeeSpecies"	"Abundance"	"Sex"	"FlowerGenus"	"Flowerspecies"	"Flowerfamily"	"FlowerFieldName"	"Gyne.included.already.in.female.count."	"IDconfidence"	"PhotoFileID"	"Notes"	"Entered.in.BBW"	"PrevioslyMarked2"	"PrevioslyMarked3"
"91"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"griseocollis"	1	"female"	"Lespedeza"	"capitata"	""	""	NA	NA	NA	NA	NA	NA	NA
"92"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"griseocollis"	1	"male"	"Liatris"	"pycnostachya"	""	""	NA	NA	NA	NA	NA	NA	NA
"93"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	28	"female"	"Monarda"	"fistulosa"	""	""	NA	NA	NA	NA	NA	NA	NA
"94"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	1	"female"	"Veronicastrum"	"virginicum"	""	""	NA	NA	NA	NA	NA	NA	NA
"95"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	1	"female"	"Desomdium"	"canadense"	""	""	NA	NA	NA	NA	NA	NA	NA
"96"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	1	"male"	"Monarda"	"fistulosa"	""	""	NA	NA	NA	NA	NA	NA	NA
"97"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	2	"male"	"perching"	""	""	""	NA	NA	NA	NA	NA	NA	NA
"98"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"vagans"	1	"female"	"Monarda"	"fistulosa"	""	""	NA	NA	NA	NA	NA	NA	NA
"99"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"vagans"	1	"female"	"Lespedeza"	"capitata"	""	""	NA	NA	NA	NA	NA	NA	NA
"100"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"vagans"	1	"male"	"Monarda"	"fistuloa"	""	""	NA	NA	NA	NA	NA	NA	NA
"101"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"vagans"	2	"male"	"Lespedeza"	"capitata"	""	""	NA	NA	NA	NA	NA	NA	NA
"102"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"rufocinctus"	1	"male"	"Ratibida"	"pinnata"	""	""	NA	NA	NA	NA	NA	NA	NA
"103"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"rufocinctus"	2	"male"	"perching"	""	""	""	NA	NA	NA	NA	NA	NA	NA
"104"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"rufocinctus"	4	"female"	"Veronicastrum"	"virginicum"	""	""	NA	NA	NA	NA	NA	NA	NA
"105"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"rufocinctus"	1	"female"	"Lespedeza"	"capitata"	""	""	NA	NA	NA	NA	NA	NA	NA
"106"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"rufocinctus"	1	"male"	"Veronicastrum"	"virginicum"	""	""	NA	NA	NA	NA	NA	NA	NA
"107"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"citrinus"	1	"male"	"Veronicastrum"	"virginicum"	""	""	NA	NA	NA	NA	NA	NA	NA
"108"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"citrinus"	1	"male"	"Pycnanthemum"	"sp."	""	""	NA	NA	NA	NA	NA	NA	NA
"109"	"2023SpringLakeAugust4"	"SpringLake"	"8/4/2023"	"10:30"	"11:30"	8	90	720	78	0	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"affinis"	1	"female"	"Veronicastrum"	"virginicum"	""	""	NA	NA	NA	NA	NA	NA	NA
"110"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	8	"female"	"Echinacea"	"purpurea"	""	""	NA	NA	NA	NA	NA	NA	NA
"111"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	14	"female"	"Pycnanthemum"	"virginianum"	""	""	NA	NA	NA	NA	NA	NA	NA
"112"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	5	"female"	"Veronia"	"missurica"	""	""	NA	NA	NA	NA	NA	NA	NA
"113"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	1	"female"	"Ratibida"	"pinnata"	""	""	NA	NA	NA	NA	NA	NA	NA
"114"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	2	"female"	"Monarda"	"fistulsoa"	""	"bee balm"	NA	NA	NA	NA	NA	NA	NA
"115"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	3	"female"	"Heliopsis"	"helianthoides"	""	""	NA	NA	NA	NA	NA	NA	NA
"116"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	2	"female"	"Sonchus"	"oleraceus"	""	"sow thistle"	NA	NA	NA	NA	NA	NA	NA
"117"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	2	"female"	"Solidago"	"canadensis"	""	"Sol can"	NA	NA	NA	NA	NA	NA	NA
"118"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	1	"female"	"Rudbeckia"	"hirta"	""	"Rud hirt"	NA	NA	NA	NA	NA	NA	NA
"119"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	2	"male"	"Echinacea"	"purpurea"	""	""	NA	NA	NA	NA	NA	NA	NA
"120"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	34	"male"	"Pycnanthemum"	"virginianum"	""	""	NA	NA	NA	NA	NA	NA	NA
"121"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	3	"male"	"Veronia"	"missurica"	""	""	NA	NA	NA	NA	NA	NA	NA
"122"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	2	"male"	"perching"	""	""	""	NA	NA	NA	NA	NA	NA	NA
"123"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	5	"male"	"Monarda"	"fistulosa"	""	""	NA	NA	NA	NA	NA	NA	NA
"124"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	2	"male"	"Heliopsis"	"helianthoides"	""	""	NA	NA	NA	NA	NA	NA	NA
"125"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	3	"male"	"Solidago"	"canadensis"	""	""	NA	NA	NA	NA	NA	NA	NA
"126"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	4	"male"	"Veronicastrum"	"virginicum"	""	""	NA	NA	NA	NA	NA	NA	NA
"127"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	2	"female"	"Oxalis"	"dillenii"	""	""	NA	NA	NA	NA	NA	NA	NA
"128"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	2	"female"	"Eutrochium"	"purpureum"	""	""	NA	NA	NA	NA	NA	NA	NA
"129"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	1	"female"	"Cirsium"	"sp."	""	""	NA	NA	NA	NA	NA	NA	NA
"130"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	1	"male"	"Berteroa"	"incana"	""	""	NA	NA	NA	NA	NA	NA	NA
"131"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	6	"male"	"Eurtrochium"	"purpureum"	""	""	NA	NA	NA	NA	NA	NA	NA
"132"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"griseocollis"	8	"male"	"Echinacea"	"purpurea"	""	""	NA	NA	NA	NA	NA	NA	NA
"133"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"griseocollis"	4	"male"	"Monarda"	"fistulosa"	""	""	NA	NA	NA	NA	NA	NA	NA
"134"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"griseocollis"	1	"male"	"Veronia"	"missurica"	""	""	NA	NA	NA	NA	NA	NA	NA
"135"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"griseocollis"	1	"male"	"Pycnanthemum"	"virginianum"	""	""	NA	NA	NA	NA	NA	NA	NA
"136"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"griseocollis"	1	"male"	"Cirsium"	"vulgaris"	""	""	NA	NA	NA	NA	NA	NA	NA
"137"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	2	"female"	"Monarda"	"fistulosa"	""	""	NA	NA	NA	NA	NA	NA	NA
"138"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"vagans"	2	"female"	"Monarda"	"fistulosa"	""	""	NA	NA	NA	NA	NA	NA	NA
"139"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"vagans"	1	"male"	"perching"	""	""	""	NA	NA	NA	NA	NA	NA	NA
"140"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"vagans"	1	"male"	"Echinacea"	"purpurea"	""	""	NA	NA	NA	NA	NA	NA	NA
"141"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"vagans"	1	"male"	"Pycnanthemum"	"virginianum"	""	""	NA	NA	NA	NA	NA	NA	NA
"142"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"vagans"	1	"male"	"Cirsium"	"sp."	""	""	NA	NA	NA	NA	NA	NA	NA
"143"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"vagans"	1	"male"	"Rudbeckia"	"hirta"	""	""	NA	NA	NA	NA	NA	NA	NA
"144"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"vagans"	1	"female"	"Cirsium"	"vulgaris"	""	""	NA	NA	NA	NA	NA	NA	NA
"145"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"citrinus"	2	"male"	"Pycnanthemum"	"virginianum"	""	""	NA	NA	NA	NA	NA	NA	NA
"146"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"rufocinctus"	1	"female"	"Pycnanthemum"	"virginianum"	""	""	NA	NA	NA	NA	NA	NA	NA
"147"	"2023RitterAugust17"	"Ritter"	"8/17/2023"	"10:30"	"11:30"	25	90	2250	66	8	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"rufocinctus"	1	"male"	"Eutrochium"	"purpureum"	""	""	NA	NA	NA	NA	NA	NA	NA
"148"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	1	"female"	"Solidago"	"canadensis"	""	""	NA	NA	NA	NA	NA	NA	NA
"149"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	10	"male"	"Solidago "	"canadensis"	""	""	NA	NA	NA	NA	NA	NA	NA
"150"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	1	"male"	"Lespedeza"	"capitata"	""	""	NA	NA	NA	NA	NA	NA	NA
"151"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"impatiens"	1	"female"	"Veronicastrum"	"virginicum"	""	""	NA	NA	NA	NA	NA	NA	NA
"152"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"griseocollis"	3	"male"	"Solidago"	"canadensis"	""	""	NA	NA	NA	NA	NA	NA	NA
"153"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"griseocollis"	1	"male"	"perching"	""	""	""	NA	NA	NA	NA	NA	NA	NA
"154"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"griseocollis"	3	"male"	"Lespedeza"	"capitata"	""	""	NA	NA	NA	NA	NA	NA	NA
"155"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"griseocollis"	1	"male"	"Liatris"	"ligulistylis"	""	""	NA	NA	NA	NA	NA	NA	NA
"156"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"griseocollis"	1	"male"	"Veronicastrum"	"virginicum"	""	""	NA	NA	NA	NA	NA	NA	NA
"157"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	5	"female"	"Monarda"	"fistulosa"	""	""	NA	NA	NA	NA	NA	NA	NA
"158"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	6	"female"	"Gentiana "	"alba"	""	""	1	NA	NA	NA	NA	NA	NA
"159"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	1	"female"	"Solidago"	"canadensis"	""	""	NA	NA	NA	NA	NA	NA	NA
"160"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	2	"male"	"Monarda"	"fistulosa"	""	""	NA	NA	NA	NA	NA	NA	NA
"161"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	4	"male"	"perching"	""	""	""	NA	NA	NA	NA	NA	NA	NA
"162"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	2	"male"	"Pycnanthemum"	"virginianum"	""	""	NA	NA	NA	NA	NA	NA	NA
"163"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"auricomus"	3	"male"	"Lespedeza"	"capitata"	""	""	NA	NA	NA	NA	NA	NA	NA
"164"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"citrinus"	4	"male"	"Pycnanthemum"	"virginianum"	""	""	NA	NA	NA	NA	NA	NA	NA
"165"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"citrinus"	2	"male"	"Liatris"	"ligulistylis"	""	""	NA	NA	NA	NA	NA	NA	NA
"166"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"citrinus"	3	"male"	"Solidago"	"canadensis"	""	""	NA	NA	NA	NA	NA	NA	NA
"167"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"citrinus"	1	"male"	"Veronicastrum"	"virginicum"	""	""	NA	NA	NA	NA	NA	NA	NA
"168"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"citrinus"	1	"male"	"Silphium"	"sp."	""	""	NA	NA	NA	NA	NA	NA	NA
"169"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"rufocinctus"	2	"male"	"Lespedeza"	"capitata"	""	""	NA	NA	NA	NA	NA	NA	NA
"170"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"rufocinctus"	4	"male"	"Solidago"	"canadensis"	""	""	NA	NA	NA	NA	NA	NA	NA
"171"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"rufocinctus"	5	"male"	"Veronicastrum"	"virginicum"	""	""	NA	NA	NA	NA	NA	NA	NA
"172"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"rufocinctus"	1	"male"	"Silphium"	"perfoliatum"	""	""	NA	NA	NA	NA	NA	NA	NA
"173"	"2023SpringLakeAugust17"	"SpringLake"	"8/17/2023"	"13:30"	"14:30"	10	90	900	71	6	"Elaine Evans, Clara Costello, Elise Bernstein"	"partly cloudy"	""	NA	"rufocinctus"	1	"male"	"Ratibida"	"pinnata"	""	""	NA	NA	NA	NA	NA	NA	NA
