dummy,collectioncode,LocationCode,year,Date,timestart,timeend,Number.volunteers,total.minutes,effort,Temp,WindMaxmph,BumbleBeeIDer,EstCloudCover,BumbleBeeSpecies,Abundance,Sex,FlowerGenus,Flowerspecies,Flowerfamily,FlowerFieldName
140,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,griseocollis,4,male,Monarda,fistulosa,,
141,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,griseocollis,1,male,Dalea,purpurea,,
142,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,auricomus,45,female,Monarda,fistulosa,,
143,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,auricomus,12,female,Desmoidum,canadense,,
144,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,auricomus,4,female,Baptisa,alba,,Baptisa white
145,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,auricomus,3,female,Dalea,purpurea,,
146,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,auricomus,3,female,Dalea,candida,,
147,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,auricomus,1,female,Vicia,villosa,,
148,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,auricomus,1,female,Veronicastrum,virginicum,,culver's root
149,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,vagans,1,male,Monarda,fistulosa,,
150,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,vagans,1,male,Veronicastrum,virginicum,,
151,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,vagans,1,male,Dalea,purpurea,,
152,2023SpringLakeJuly7,SpringLake,2023,7/7/2023,13:30,15:00,12,90,1080,71,7,"Elaine Evans, Clara Costello, Elise Bernstein",hazy,rufocinctus,1,female,Pycnanthemum,virginianum,,
153,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,67,female,Pycnanthemum,virginianum,,Mt mint
154,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,13,female,Monarda,fistulosa,,Mon fist
155,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,7,female,Veronicastrum,virginicum,,Culver's root
156,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,3,female,Echinacea,purpurea,,Ech pur
157,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,female,Eryngium,yuccifolium,,rattlesnake master
158,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,female,Ratibida,pinnata,,Rat pin
159,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,2,female,Verbena,stricta,,Ver stri
160,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,male,Monarda ,fistulosa,,
161,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,male,Ratibida ,pinnata,,
162,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,male,Verbena,stricta,,
163,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,bimaculatus,4,female,Monarda,fistulosa,,
164,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,bimaculatus,2,male,Monarda,fistulosa,,
165,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,8,male,Echinacea ,purpurea,,
166,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,2,male,Pycnanthemum,virginianum,,
167,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,18,male,Monarda,fistulosa,,
168,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,5,male,Ratibida,pinnata,,
169,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,2,female,Monarda,fistulosa,,
170,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,1,female,Ratibida,pinnata,,
171,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,22,female,Monarda,fistulosa,,
172,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,2,female,Pycnanthemum,virginianum,,
173,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,1,female,Echinacea,purpurea,,
174,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,9,female,Monarda,fistulosa,,
175,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,2,female,Pycnanthemum,virginianum,,
176,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,1,female,Ratibida,pinnata,,
177,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,1,female,Veronicastrum,virginicum,,
178,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,1,female,Echinacea,purpurea,,
179,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,2,female,Ratibida,pinnata,,
180,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,2,female,Pycnanthemum,virginianum,,
181,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,1,female,Monarda,fistulosa,,
182,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,1,male,Pycnanthemum,virginianum,,
183,2023RitterAugust4,Ritter,2023,8/4/2023,13:30,14:30,15,90,1350,90,2,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,citrinus,1,male,Veronicastrum,virginicum,,
184,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,22,female,Veronicastrum,virginicum,,
185,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,female,Lespedeza,capitata,,
186,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,2,male,Veronicastrum,virginicum,,
187,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,male,Lespedeza,capitata,,
188,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,bimaculatus,1,male,Veronicastrum,virginicum,,
189,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,bimaculatus,1,female,Lespedeza,capitata,,
190,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,bimaculatus,1,male,Lespedeza,capitata,,
191,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,1,female,Lespedeza,capitata,,
192,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,1,male,Liatris,pycnostachya,,
193,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,28,female,Monarda,fistulosa,,
194,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,1,female,Veronicastrum,virginicum,,
195,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,1,female,Desomdium,canadense,,
196,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,1,male,Monarda,fistulosa,,
197,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,2,male,perching,,,
198,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,1,female,Monarda,fistulosa,,
199,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,1,female,Lespedeza,capitata,,
200,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,1,male,Monarda,fistuloa,,
201,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,2,male,Lespedeza,capitata,,
202,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,1,male,Ratibida,pinnata,,
203,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,2,male,perching,,,
204,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,4,female,Veronicastrum,virginicum,,
205,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,1,female,Lespedeza,capitata,,
206,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,1,male,Veronicastrum,virginicum,,
207,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,citrinus,1,male,Veronicastrum,virginicum,,
208,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,citrinus,1,male,Pycnanthemum,sp.,,
209,2023SpringLakeAugust4,SpringLake,2023,8/4/2023,10:30,11:30,8,90,720,78,0,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,affinis,1,female,Veronicastrum,virginicum,,
210,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,8,female,Echinacea,purpurea,,
211,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,14,female,Pycnanthemum,virginianum,,
212,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,5,female,Veronia,missurica,,
213,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,female,Ratibida,pinnata,,
214,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,2,female,Monarda,fistulsoa,,bee balm
215,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,3,female,Heliopsis,helianthoides,,
216,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,2,female,Sonchus,oleraceus,,sow thistle
217,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,2,female,Solidago,canadensis,,Sol can
218,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,female,Rudbeckia,hirta,,Rud hirt
219,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,2,male,Echinacea,purpurea,,
220,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,34,male,Pycnanthemum,virginianum,,
221,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,3,male,Veronia,missurica,,
222,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,2,male,perching,,,
223,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,5,male,Monarda,fistulosa,,
224,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,2,male,Heliopsis,helianthoides,,
225,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,3,male,Solidago,canadensis,,
226,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,4,male,Veronicastrum,virginicum,,
227,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,2,female,Oxalis,dillenii,,
228,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,2,female,Eutrochium,purpureum,,
229,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,female,Cirsium,sp.,,
230,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,male,Berteroa,incana,,
231,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,6,male,Eurtrochium,purpureum,,
232,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,8,male,Echinacea,purpurea,,
233,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,4,male,Monarda,fistulosa,,
234,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,1,male,Veronia,missurica,,
235,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,1,male,Pycnanthemum,virginianum,,
236,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,1,male,Cirsium,vulgaris,,
237,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,2,female,Monarda,fistulosa,,
238,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,2,female,Monarda,fistulosa,,
239,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,1,male,perching,,,
240,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,1,male,Echinacea,purpurea,,
241,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,1,male,Pycnanthemum,virginianum,,
242,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,1,male,Cirsium,sp.,,
243,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,1,male,Rudbeckia,hirta,,
244,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,vagans,1,female,Cirsium,vulgaris,,
245,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,citrinus,2,male,Pycnanthemum,virginianum,,
246,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,1,female,Pycnanthemum,virginianum,,
247,2023RitterAugust17,Ritter,2023,8/17/2023,10:30,11:30,25,90,2250,66,8,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,1,male,Eutrochium,purpureum,,
248,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,female,Solidago,canadensis,,
249,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,10,male,Solidago ,canadensis,,
250,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,male,Lespedeza,capitata,,
251,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,impatiens,1,female,Veronicastrum,virginicum,,
252,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,3,male,Solidago,canadensis,,
253,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,1,male,perching,,,
254,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,3,male,Lespedeza,capitata,,
255,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,1,male,Liatris,ligulistylis,,
256,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,griseocollis,1,male,Veronicastrum,virginicum,,
257,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,5,female,Monarda,fistulosa,,
258,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,6,female,Gentiana ,alba,,
259,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,1,female,Solidago,canadensis,,
260,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,2,male,Monarda,fistulosa,,
261,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,4,male,perching,,,
262,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,2,male,Pycnanthemum,virginianum,,
263,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,auricomus,3,male,Lespedeza,capitata,,
264,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,citrinus,4,male,Pycnanthemum,virginianum,,
265,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,citrinus,2,male,Liatris,ligulistylis,,
266,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,citrinus,3,male,Solidago,canadensis,,
267,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,citrinus,1,male,Veronicastrum,virginicum,,
268,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,citrinus,1,male,Silphium,sp.,,
269,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,2,male,Lespedeza,capitata,,
270,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,4,male,Solidago,canadensis,,
271,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,5,male,Veronicastrum,virginicum,,
272,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,1,male,Silphium,perfoliatum,,
273,2023SpringLakeAugust17,SpringLake,2023,8/17/2023,13:30,14:30,10,90,900,71,6,"Elaine Evans, Clara Costello, Elise Bernstein",partly cloudy,rufocinctus,1,male,Ratibida,pinnata,,
